run_idx,gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,eval_worker_ids,best_phenotype
2,4,0,50,1.0,0.0,1.0,1.0,1.0,93,51.44,2,2.16,6,6.56,6.2,5,0.00015807151794433594,0.08945631980895996,"9,11,12,8,1,5,2,6,7,10,3,0,13,4,9,12,13,2,7,10,10,10,10,10,10,11,11,10,10,10,10,3,3,0,7,7,7,4,4,8,12,3,9,9,9,13,10,5,5","bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,5,0,50,1.0,0.0,1.0,1.0,1.0,93,48.62,2,2.04,6,6.38,5.7,5,0.00016021728515625,0.1017904281616211,"7,1,0,8,5,6,10,11,2,13,12,3,4,9,1,1,6,7,12,9,10,10,1,13,8,6,3,0,0,10,10,11,7,12,2,10,5,8,9,7,6,4,4,0,0,0,13,3,1","bag ( LR ( C = 0.1 , max_iter = 2 ) )"
3,0,12,38,1.0,0.0,1.0,1.0,1.0,72,54.0,1,1.9473684210526316,7,6.394736842105263,5.473684210526316,4,0.0,0.07489252090454102,"2,1,0,0,3,4,1,1,7,2,2,0,8,1,2,11,0,5,3,9,1,4,5,2,2,1,5,10,6,6,7,8,9,12,7,0,6,0,13,10,11,10,10,10,11,10,10,0,0,0",stack ( NB ( var_smoothing = 1e-6 ) )
3,1,0,50,1.0,0.0,1.0,1.0,1.0,72,58.84,1,2.1,7,6.52,5.92,4,0.00010919570922851562,0.09297990798950195,"12,7,2,4,11,3,8,5,9,1,13,6,10,0,11,5,7,0,1,0,7,3,13,13,4,4,9,9,5,6,6,12,8,11,2,2,4,1,1,5,5,5,13,12,3,12,4,8,8",stack ( NB ( var_smoothing = 1e-6 ) )
3,2,0,50,1.0,0.0,1.0,1.0,1.0,72,53.02,1,2.6,7,6.78,7.12,4,9.465217590332031e-05,0.09702897071838379,"7,1,0,9,6,12,10,3,4,2,13,8,11,5,7,9,4,4,2,11,13,8,12,7,2,2,0,6,11,11,11,13,3,4,5,10,9,1,12,12,12,8,8,6,9,13,3,7,6",stack ( NB ( var_smoothing = 1e-6 ) )
3,3,0,50,1.0,0.0,1.0,1.0,1.0,72,54.54,1,2.06,7,6.68,6.26,4,0.00016164779663085938,0.09046292304992676,"11,2,10,0,9,3,12,4,1,13,5,8,7,6,0,10,10,3,3,6,0,2,2,6,8,3,5,5,7,1,4,4,4,12,13,6,4,10,10,10,0,3,5,11,12,4,4,9,9",stack ( NB ( var_smoothing = 1e-6 ) )
3,4,1,49,1.0,0.0,1.0,1.0,1.0,72,52.95918367346939,1,1.8571428571428572,7,6.448979591836735,5.571428571428571,4,9.679794311523438e-05,0.07537651062011719,"9,2,1,13,5,8,6,12,7,10,4,11,3,0,13,4,4,4,4,5,5,3,3,11,10,10,7,7,7,2,2,2,10,4,5,3,12,6,9,9,9,8,8,0,4,11,11,1,2",stack ( NB ( var_smoothing = 1e-6 ) )
3,5,0,50,1.0,0.0,1.0,1.0,1.0,72,52.68,1,1.92,7,6.44,5.64,4,9.775161743164062e-05,0.15078210830688477,"2,9,13,6,0,12,5,7,3,10,4,1,8,11,0,5,10,4,4,2,2,2,2,12,12,0,0,10,3,5,7,12,12,6,3,0,5,11,11,10,4,9,13,8,11,0,0,7,7",stack ( NB ( var_smoothing = 1e-6 ) )
4,0,21,29,1.0,0.0,1.0,1.0,1.0,54,59.724137931034484,2,2.206896551724138,7,6.413793103448276,5.931034482758621,6,0.0,0.052628517150878906,"2,4,6,0,0,1,1,2,3,2,3,5,4,1,1,12,5,0,1,5,2,7,6,6,5,7,8,2,6,6,2,8,9,5,3,3,5,2,6,10,9,9,4,3,6,10,11,2,7,6","bag ( DT ( max_depth = 50 , min_samples_leaf = 0.2 ) )"
4,1,0,50,1.0,0.0,1.0,1.0,1.0,54,55.4,2,2.22,7,6.52,6.22,6,0.000179290771484375,0.10518240928649902,"6,11,10,13,8,9,12,5,1,4,7,2,0,3,10,10,10,11,11,11,1,1,1,1,12,12,12,12,3,7,7,7,6,6,12,10,10,10,11,9,0,0,5,5,5,5,8,9,11","bag ( DT ( max_depth = 50 , min_samples_leaf = 0.2 ) )"
4,2,0,50,1.0,0.0,1.0,1.0,1.0,54,54.08,2,2.42,7,6.6,6.86,6,0.00017261505126953125,0.09117293357849121,"4,2,13,6,7,10,3,1,5,8,11,0,12,9,8,8,8,13,6,6,9,1,1,5,5,12,12,6,6,6,3,11,11,11,2,2,2,2,5,5,5,5,5,5,3,3,3,3,3","bag ( DT ( max_depth = 50 , min_samples_leaf = 0.2 ) )"
4,3,0,50,1.0,0.0,1.0,1.0,1.0,54,49.84,2,2.18,7,6.32,6.02,6,0.0001575946807861328,0.07822751998901367,"4,7,9,3,0,1,6,13,11,10,12,5,2,8,7,9,9,9,9,10,13,13,13,13,2,2,7,7,7,7,7,7,7,7,2,2,6,11,10,10,13,13,13,13,8,8,8,8,1","bag ( DT ( max_depth = 50 , min_samples_leaf = 0.2 ) )"
4,4,0,50,1.0,0.0,1.0,1.0,1.0,54,47.5,2,2.62,7,6.86,7.62,6,0.00017642974853515625,0.09373831748962402,"1,4,5,8,3,9,0,11,6,10,7,13,12,2,1,4,0,0,0,7,7,7,9,9,11,11,11,11,11,13,2,8,5,4,13,6,6,12,12,12,12,3,3,10,1,13,13,5,5","bag ( DT ( max_depth = 50 , min_samples_leaf = 0.2 ) )"
4,5,0,50,1.0,0.0,1.0,1.0,1.0,54,52.78,2,2.72,7,6.86,7.9,6,0.0001666545867919922,0.09537100791931152,"12,7,3,4,2,9,1,6,10,0,11,13,8,5,12,12,12,12,3,11,11,11,11,10,6,6,6,8,8,13,13,0,3,3,3,13,13,2,12,12,12,12,6,6,6,11,0,0,1","bag ( DT ( max_depth = 50 , min_samples_leaf = 0.2 ) )"
5,0,15,35,1.0,0.0,1.0,1.0,1.0,29,58.42857142857143,2,2.0285714285714285,6,6.3428571428571425,5.457142857142857,5,0.0,0.06436681747436523,"5,1,0,0,0,4,6,1,2,2,1,3,3,0,4,5,4,4,1,8,6,0,4,4,6,2,7,5,2,5,11,7,5,10,8,0,3,4,9,9,10,4,8,4,4,6,12,11,11,12",bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,1,0,50,1.0,0.0,1.0,1.0,1.0,29,61.3,2,1.92,6,6.32,5.3,5,9.918212890625e-05,0.13982415199279785,"4,6,1,13,3,11,12,5,2,7,8,9,0,10,5,7,7,7,8,8,8,9,6,6,6,6,6,6,8,8,1,1,6,11,3,1,2,13,5,7,12,12,10,8,8,8,4,6,0",bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,2,0,50,1.0,0.0,1.0,1.0,1.0,29,65.06,2,2.02,6,6.5,5.9,5,0.0001506805419921875,0.09454464912414551,"2,9,1,3,11,13,0,10,7,8,5,4,6,12,9,9,12,8,2,1,1,5,5,5,0,0,2,7,0,11,2,2,2,5,6,6,6,6,3,12,7,13,13,4,0,8,1,5,10",bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,3,0,50,1.0,0.0,1.0,1.0,1.0,29,67.86,2,2.04,6,6.68,6.06,5,0.00010156631469726562,0.09299373626708984,"2,4,6,9,5,8,1,0,10,3,12,11,13,7,9,9,3,3,7,8,12,0,5,12,8,6,9,9,4,0,8,11,2,7,5,5,3,2,12,12,6,1,13,7,4,10,3,12,0",bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,4,0,50,1.0,0.0,1.0,1.0,1.0,29,61.54,2,2.16,6,6.64,6.14,5,0.00016617774963378906,0.08746147155761719,"8,11,6,5,1,4,13,10,2,12,0,3,7,9,11,1,6,6,6,4,0,13,6,13,10,9,9,11,1,5,5,6,12,12,13,7,7,4,0,11,8,2,7,13,12,3,10,9,13",bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,5,2,48,1.0,0.0,1.0,1.0,1.0,29,60.1875,2,2.0625,6,6.520833333333333,5.875,5,0.0001659393310546875,0.08750629425048828,"11,4,13,12,6,5,0,8,9,3,10,7,2,1,8,7,7,1,1,0,11,3,13,13,0,10,8,8,8,8,9,9,9,5,5,0,11,12,12,12,4,6,2,10,7,12,6,3,7",bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
6,0,11,39,1.0,0.0,1.0,1.0,1.0,65,60.02564102564103,2,1.8974358974358974,7,6.230769230769231,5.384615384615385,6,0.0,0.07063436508178711,"3,0,0,1,1,4,1,2,2,1,3,5,3,3,3,7,4,0,0,4,9,3,5,5,1,4,0,6,0,6,2,4,12,2,7,5,8,8,8,3,10,9,0,13,7,3,10,10,11,7",vote ( LR ( penalty = elasticnet ) ; voting = soft )
6,1,0,50,1.0,0.0,1.0,1.0,1.0,65,65.28,2,1.94,7,6.38,5.62,6,0.00010156631469726562,0.08050346374511719,"6,10,11,4,1,12,2,3,9,8,5,0,7,13,5,7,6,12,0,4,4,13,9,0,1,2,4,5,5,10,7,8,8,8,12,12,6,6,6,6,6,6,11,11,11,9,10,1,1",vote ( LR ( penalty = elasticnet ) ; voting = soft )
6,2,0,50,1.0,0.0,1.0,1.0,1.0,65,65.86,2,2.1,7,6.48,5.96,6,0.00012993812561035156,0.08393239974975586,"2,13,0,10,7,6,12,9,1,4,3,8,11,5,2,10,10,12,0,1,1,1,1,1,1,3,7,12,12,12,3,11,7,10,9,9,4,4,2,2,0,3,3,1,3,13,13,2,2",vote ( LR ( penalty = elasticnet ) ; voting = soft )
6,3,0,50,1.0,0.0,1.0,1.0,1.0,65,64.44,2,2.18,7,6.46,6.12,6,0.00010418891906738281,0.07876873016357422,"7,11,4,0,12,10,6,8,1,9,5,2,13,3,7,12,2,2,1,9,9,6,8,9,9,0,0,0,0,0,0,4,4,4,0,0,7,7,1,3,12,11,11,8,2,3,0,3,10",vote ( LR ( penalty = elasticnet ) ; voting = soft )
6,4,0,50,1.0,0.0,1.0,1.0,1.0,65,64.16,2,2.48,7,6.7,6.94,6,9.512901306152344e-05,0.08431291580200195,"6,4,11,5,1,0,12,9,13,7,2,8,10,3,5,0,0,0,6,2,13,13,9,0,0,0,8,13,13,5,7,6,6,2,2,2,4,1,0,8,12,13,13,6,2,2,2,2,2",vote ( LR ( penalty = elasticnet ) ; voting = soft )
6,5,0,50,1.0,0.0,1.0,1.0,1.0,65,56.14,2,2.22,7,6.5,6.18,6,9.298324584960938e-05,0.09634256362915039,"3,6,7,11,9,4,1,2,10,13,0,12,5,8,3,10,10,0,7,7,9,2,10,10,0,9,9,6,6,7,7,2,5,1,13,13,10,6,6,11,11,11,12,11,4,3,0,0,0",vote ( LR ( penalty = elasticnet ) ; voting = soft )
7,0,11,39,1.0,0.0,1.0,1.0,1.0,32,62.56410256410256,2,1.9487179487179487,6,6.333333333333333,5.384615384615385,5,0.0,0.0727989673614502,"0,0,0,0,1,0,0,4,1,1,1,2,2,2,3,3,2,7,2,6,1,4,5,5,11,5,6,10,2,0,0,4,8,3,2,7,0,3,12,8,0,0,0,7,13,9,9,6,5,10",ada ( KNN ( n_neighbors = 2 ) ; learning_rate = 0.1 )
7,1,0,50,1.0,0.0,1.0,1.0,1.0,32,64.1,2,1.72,6,6.28,5.1,5,0.00010204315185546875,0.07992148399353027,"10,1,2,11,7,5,9,4,8,12,13,0,3,6,10,7,1,13,4,6,7,7,7,3,3,11,11,13,4,12,12,12,12,1,5,2,2,11,13,10,8,5,12,12,7,9,9,3,0",ada ( KNN ( n_neighbors = 2 ) ; learning_rate = 0.1 )
7,2,0,50,1.0,0.0,1.0,1.0,1.0,32,61.16,2,1.76,6,6.24,5.18,5,0.00015211105346679688,0.0790855884552002,"10,3,2,1,8,9,6,7,11,4,5,13,12,0,10,2,10,10,8,13,0,5,5,5,12,12,10,4,4,4,4,8,6,4,9,1,1,7,7,7,13,12,3,9,9,9,4,8,11",ada ( KNN ( n_neighbors = 2 ) ; learning_rate = 0.1 )
7,3,0,50,1.0,0.0,1.0,1.0,1.0,32,58.52,2,1.86,6,6.18,5.36,5,0.00011372566223144531,0.15235686302185059,"10,9,6,0,2,12,3,1,4,5,13,8,7,11,10,3,3,3,5,6,7,7,12,12,1,4,4,13,0,0,0,3,3,1,1,11,8,9,2,12,13,5,5,3,3,3,10,10,10",ada ( KNN ( n_neighbors = 2 ) ; learning_rate = 0.1 )
7,4,0,50,1.0,0.0,1.0,1.0,1.0,32,55.36,2,2.02,6,6.5,5.84,5,9.703636169433594e-05,0.0794820785522461,"7,4,9,11,12,1,8,0,5,13,6,2,10,3,1,8,6,13,13,13,13,5,5,9,2,3,1,12,8,13,13,13,13,5,6,6,6,4,4,4,4,11,3,3,2,2,0,5,5",ada ( KNN ( n_neighbors = 2 ) ; learning_rate = 0.1 )
7,5,0,50,1.0,0.0,1.0,1.0,1.0,32,51.44,2,2.16,6,6.82,6.62,5,0.00011181831359863281,0.0769338607788086,"3,11,4,9,1,6,0,13,2,7,8,12,5,10,1,1,0,4,4,4,4,9,9,3,3,6,6,2,9,2,8,12,4,5,3,0,6,6,6,1,10,12,12,13,4,8,8,5,2",ada ( KNN ( n_neighbors = 2 ) ; learning_rate = 0.1 )
8,0,17,33,1.0,0.0,1.0,1.0,1.0,90,58.75757575757576,2,2.0606060606060606,7,6.424242424242424,5.606060606060606,6,0.0,0.06904196739196777,"0,0,0,0,1,0,1,3,1,7,2,2,2,2,5,3,6,8,4,4,5,10,1,6,6,7,2,11,3,0,3,3,9,2,2,8,13,5,9,5,2,6,12,3,10,3,3,3,1,11",stack ( NB ( var_smoothing = 1e-8 ) ; cv = 1 )
8,1,0,50,1.0,0.0,1.0,1.0,1.0,90,61.32,2,2.06,7,6.4,5.64,6,0.0001709461212158203,0.0806891918182373,"11,4,9,0,5,12,3,13,1,8,6,10,2,7,4,13,10,11,7,2,9,13,7,3,3,3,2,2,6,6,5,5,1,13,12,4,0,11,2,1,6,10,7,7,7,12,13,9,3",stack ( NB ( var_smoothing = 1e-8 ) ; cv = 1 )
8,2,0,50,1.0,0.0,1.0,1.0,1.0,90,61.2,2,2.06,7,6.58,5.82,6,9.584426879882812e-05,0.08676457405090332,"11,6,7,1,0,12,5,2,3,4,10,8,9,13,12,5,4,2,11,6,7,1,1,12,6,3,3,5,8,8,12,0,2,7,8,8,11,9,6,3,13,13,0,4,6,10,1,5,8",stack ( NB ( var_smoothing = 1e-8 ) ; cv = 1 )
8,3,0,50,1.0,0.0,1.0,1.0,1.0,90,61.32,2,2.04,7,6.68,6.06,6,0.00010180473327636719,0.08278465270996094,"2,7,11,9,0,1,13,3,6,4,5,10,12,8,1,10,8,4,2,3,0,6,13,11,5,10,12,9,1,3,3,12,4,6,6,9,2,2,7,10,13,8,5,6,12,0,0,11,3",stack ( NB ( var_smoothing = 1e-8 ) ; cv = 1 )
8,4,0,50,1.0,0.0,1.0,1.0,1.0,90,63.14,2,2.54,7,6.82,7.06,6,0.000148773193359375,0.1564326286315918,"1,13,5,9,4,2,6,12,10,3,8,0,11,7,13,5,3,6,4,4,13,1,6,0,0,2,3,4,12,5,11,8,6,13,0,0,9,9,10,10,1,1,4,12,2,2,8,11,1",stack ( NB ( var_smoothing = 1e-8 ) ; cv = 1 )
8,5,0,50,0.9952,0.033600000000000005,0.76,1.0,1.0,46,65.84,3,2.4,6,6.8,6.64,7,9.751319885253906e-05,0.2402949333190918,"0,5,9,3,2,6,13,1,10,4,11,12,8,7,0,9,1,1,8,3,4,6,2,10,13,1,12,12,5,7,0,3,9,13,1,6,11,11,8,12,10,10,8,13,2,2,9,1,7","bag ( GB ( learning_rate = 50 ) ; n_estimators = 3 , max_features = 0.1 )"
9,0,12,38,1.0,0.0,1.0,1.0,1.0,83,63.921052631578945,2,2.263157894736842,7,6.526315789473684,6.157894736842105,5,0.0,0.0715947151184082,"3,0,0,7,0,1,1,4,2,2,2,2,11,8,3,3,5,4,4,6,5,1,6,6,4,7,9,7,7,8,10,0,13,6,9,6,7,10,12,11,4,4,7,6,5,5,1,2,0,3",vote ( KNN ( n_neighbors = 3 ) ; voting = hard )
9,1,0,50,1.0,0.0,1.0,1.0,1.0,83,63.96,2,2.52,7,6.74,6.86,5,0.0001685619354248047,0.09807920455932617,"9,6,1,10,12,7,0,13,11,8,3,5,4,2,13,13,13,6,6,0,6,6,8,5,13,2,0,10,10,9,6,5,7,9,9,13,13,4,1,11,3,3,10,12,8,7,2,5,4",vote ( KNN ( n_neighbors = 3 ) ; voting = hard )
9,2,0,50,1.0,0.0,1.0,1.0,1.0,83,62.44,2,2.5,7,6.74,6.84,5,0.0001533031463623047,0.08922791481018066,"9,4,6,3,8,13,1,11,5,10,12,2,0,7,9,12,8,12,5,1,1,8,2,3,13,12,0,5,10,8,13,13,6,4,7,3,9,11,13,2,5,1,0,8,1,1,13,9,9",vote ( KNN ( n_neighbors = 3 ) ; voting = hard )
9,3,0,50,1.0,0.0,1.0,1.0,1.0,83,61.92,2,2.52,7,6.7,6.8,5,0.00036835670471191406,0.11336088180541992,"2,4,11,8,9,1,0,3,12,5,7,6,10,13,3,3,10,13,1,1,11,6,10,7,5,2,9,9,3,1,1,0,13,12,6,11,4,2,7,7,8,13,9,0,5,11,12,7,9",vote ( KNN ( n_neighbors = 3 ) ; voting = hard )
9,4,0,50,1.0,0.0,1.0,1.0,1.0,83,60.4,2,2.54,7,6.52,6.68,5,9.369850158691406e-05,0.08553957939147949,"3,13,8,7,6,0,1,10,12,2,11,9,4,5,13,9,10,5,13,0,0,8,8,1,11,11,11,2,3,12,10,9,9,11,5,5,1,2,2,4,4,4,7,10,11,1,9,6,6",vote ( KNN ( n_neighbors = 3 ) ; voting = hard )
9,5,0,50,1.0,0.0,1.0,1.0,1.0,83,56.42,2,2.52,7,6.52,6.46,5,0.00016260147094726562,0.09036493301391602,"0,12,10,8,13,3,9,4,11,2,6,1,7,5,10,9,3,13,4,9,5,3,8,8,0,1,6,4,10,12,8,11,7,7,7,5,13,3,6,0,1,2,3,8,5,7,9,9,9",vote ( KNN ( n_neighbors = 3 ) ; voting = hard )
10,0,14,36,1.0,0.0,1.0,1.0,1.0,87,59.111111111111114,2,1.9166666666666667,6,6.5,5.5,5,0.0,0.06539177894592285,"0,0,1,1,3,4,2,1,1,9,1,2,3,6,4,5,5,4,6,7,3,7,7,8,1,11,0,8,12,4,8,8,13,2,9,10,10,9,8,8,9,3,3,3,11,4,4,5,5,1","bag ( SVM ( C = 1.0 , kernel = sigmoid ) )"
10,1,0,50,1.0,0.0,1.0,1.0,1.0,87,55.96,2,2.26,6,6.78,6.4,5,0.0001633167266845703,0.09838271141052246,"1,12,7,2,11,6,0,13,5,3,8,10,4,9,1,9,7,10,1,8,0,5,11,11,11,13,13,4,9,10,3,3,3,6,2,7,7,5,4,13,12,11,11,7,7,9,6,4,4","bag ( SVM ( C = 1.0 , kernel = sigmoid ) )"
10,2,0,50,1.0,0.0,1.0,1.0,1.0,87,57.68,2,2.32,6,6.84,6.74,5,9.441375732421875e-05,0.08894991874694824,"4,12,8,0,1,10,2,3,7,5,13,6,9,11,4,11,13,3,9,7,11,0,4,5,5,8,12,9,7,0,13,13,13,2,10,3,3,3,11,6,1,1,4,12,12,9,9,9,1","bag ( SVM ( C = 1.0 , kernel = sigmoid ) )"
10,3,0,50,1.0,0.0,1.0,1.0,1.0,87,58.7,2,2.3,6,6.94,6.94,5,9.489059448242188e-05,0.09095215797424316,"3,7,5,11,13,6,2,8,0,10,9,4,12,1,11,1,11,8,6,13,11,2,2,2,10,5,5,8,3,3,0,2,2,4,4,7,7,11,2,5,5,5,12,9,13,13,4,3,3","bag ( SVM ( C = 1.0 , kernel = sigmoid ) )"
10,4,0,50,1.0,0.0,1.0,1.0,1.0,87,61.42,2,2.66,6,7.26,8.2,5,9.894371032714844e-05,0.10486197471618652,"6,0,11,1,8,10,13,9,7,2,4,12,3,5,8,9,9,9,4,11,1,10,0,0,13,9,9,6,3,3,7,11,0,0,5,5,2,2,1,1,12,12,13,9,4,12,8,8,0","bag ( SVM ( C = 1.0 , kernel = sigmoid ) )"
10,5,0,50,1.0,0.0,1.0,1.0,1.0,87,60.24,2,2.68,6,7.3,8.22,5,9.894371032714844e-05,0.10747694969177246,"3,11,6,10,7,5,2,12,8,4,1,0,13,9,9,9,4,2,11,13,4,4,12,1,6,0,0,0,11,10,2,13,5,7,7,4,8,9,2,6,11,0,7,1,8,3,3,13,13","bag ( SVM ( C = 1.0 , kernel = sigmoid ) )"
