age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
81,Self-emp-not-inc,137018,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0
51,Private,345459,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,1
69,Private,295425,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,1
40,Private,137304,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,65,United-States,1
45,Self-emp-inc,214690,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1
30,Private,113129,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,0
40,Private,170019,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,?,0
38,Private,24126,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1
37,Self-emp-not-inc,298444,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
24,Private,188505,Bachelors,13,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,2
46,Private,423222,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,2
18,Private,170194,11th,7,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,1
51,State-gov,200450,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,3
33,Private,165814,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0
46,State-gov,192779,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,0,2258,38,United-States,2
22,Private,362623,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
41,?,252127,Some-college,10,Widowed,?,Unmarried,Black,Female,0,0,20,United-States,0
26,Private,192652,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
52,Private,178596,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,3
30,Private,197058,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,261259,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,1
32,Private,155781,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
30,Private,110643,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,0
25,Private,135603,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2
54,Private,256916,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
35,Self-emp-not-inc,60269,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
53,Self-emp-not-inc,93449,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,3
22,Private,199915,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,1
23,Private,193537,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,1
56,Private,174533,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,2
42,Private,36999,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,1
24,Private,47791,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,32,United-States,0
37,Private,193855,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
51,Private,205100,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,45,United-States,2
49,Private,166215,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
30,Private,296897,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,1
74,Self-emp-not-inc,192413,Prof-school,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,0
33,Private,83446,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,2
44,State-gov,154176,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,1590,40,United-States,0
27,Private,195681,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,?,0
38,Private,127961,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,3
61,Private,122246,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
19,Private,132717,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,15,United-States,1
25,Private,176864,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
44,Local-gov,277533,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,3
40,Private,186916,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
48,Private,120902,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,3
29,Private,244246,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,8614,0,50,United-States,3
30,Private,236599,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
45,Self-emp-inc,188330,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
24,Private,97676,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
36,Local-gov,161132,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,1
41,Private,210922,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,55,,1
22,Private,233624,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,0
65,Self-emp-inc,210381,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,65,United-States,2
29,Private,36440,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1
27,Private,35204,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,1
28,Private,181597,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,1
25,Private,236564,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,114939,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
21,Private,27049,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
67,?,74335,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,10,Germany,0
45,Local-gov,55377,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,0
29,Private,349116,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,25,United-States,0
20,Private,165804,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,40,United-States,0
44,Private,98779,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,3
33,Private,109282,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,1
35,Private,215503,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Canada,1
55,Federal-gov,31728,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,2
40,Private,235523,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,1
25,Private,313930,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0
64,Private,162761,Some-college,10,Widowed,Sales,Not-in-family,White,Male,2354,0,35,United-States,1
43,Private,107584,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
20,,180052,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,1
18,Private,105854,HS-grad,9,Never-married,Craft-repair,Other-relative,Other,Male,0,0,32,United-States,1
20,Private,180497,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,0
24,Private,178255,Some-college,10,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,40,?,0
64,Private,213391,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,1
39,Private,206520,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,0
31,Private,169122,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
38,Private,304651,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
33,Private,180574,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
40,Private,175674,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2
44,Private,260761,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2
47,Private,219632,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,1
25,Private,361307,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
31,State-gov,161631,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
41,Private,510072,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,3
37,Local-gov,244341,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
48,Private,176140,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
47,Local-gov,263984,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Puerto-Rico,1
44,Private,42476,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,30,United-States,0
22,Private,51262,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
42,Private,222011,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,43,United-States,0
44,Private,419134,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
18,Private,264017,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,16,Canada,1
42,Private,250536,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,21,Haiti,0
30,Private,609789,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,Mexico,0
46,Self-emp-not-inc,236852,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,2
36,Private,201519,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,1
29,Private,150861,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Japan,0
54,Private,175339,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
43,State-gov,107439,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,United-States,1
25,Private,97952,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,,1
33,Private,288840,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,United-States,0
50,Self-emp-not-inc,231196,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,0
54,Private,131662,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,1
46,Self-emp-not-inc,246981,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,23,United-States,1
44,Federal-gov,280362,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2
19,Private,134664,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3781,0,40,United-States,1
19,?,117201,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,30,United-States,0
27,State-gov,365916,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States,0
24,Private,180060,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,6849,0,90,United-States,0
64,Private,211846,10th,6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
23,Private,334357,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
17,Self-emp-inc,143034,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,4,United-States,0
20,Private,285295,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,?,0
29,Private,229729,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
57,State-gov,399246,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1485,40,China,0
36,State-gov,183735,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2
51,Private,237630,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,50,United-States,2
41,Private,152958,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2
53,Private,539864,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,0
40,Self-emp-inc,266047,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,3
33,Private,183887,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1902,46,United-States,3
27,Private,587310,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,0,0,35,Guatemala,0
22,Private,289982,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,1
56,Self-emp-not-inc,356067,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,16,United-States,0
24,Private,135267,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
29,Private,130856,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
25,Private,264012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,2
31,Private,192660,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,1
24,Local-gov,155818,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,1
50,Private,233369,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
48,Private,204629,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,3
48,Self-emp-not-inc,97883,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,25,United-States,0
56,Local-gov,114231,10th,6,Widowed,Other-service,Unmarried,White,Female,0,0,25,United-States,1
39,Private,172571,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,1
49,Private,133917,Assoc-voc,11,Never-married,Sales,Other-relative,Black,Male,0,0,40,?,0
48,Private,195554,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,United-States,3
39,Private,140854,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,60,United-States,3
49,?,178215,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,28,United-States,0
35,Private,212607,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,44,Puerto-Rico,1
58,Federal-gov,26947,Bachelors,13,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,1
30,Private,347132,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
36,Private,129357,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,1
27,Private,200227,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,0
75,Private,239038,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,0
39,Private,172538,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
51,Self-emp-not-inc,246820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,48,United-States,2
24,Private,126568,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,33,United-States,0
19,Private,248339,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
52,Private,147876,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,15024,0,60,United-States,2
42,Private,46019,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,5178,0,50,United-States,3
19,Private,196857,11th,7,Never-married,Adm-clerical,Own-child,White,Female,594,0,15,United-States,1
50,Private,158680,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2
45,Private,170600,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
46,Private,155654,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
66,Private,171331,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,3
18,Private,242893,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
27,Private,188171,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,1
49,Federal-gov,203505,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23,Private,112819,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
41,Local-gov,137142,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
29,Private,186733,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
23,Self-emp-not-inc,216129,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,0
26,Private,331806,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,37,United-States,1
35,Private,143589,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,0
35,Private,30916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,2
24,Private,346909,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,Mexico,0
44,Private,199191,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,0
32,Private,97306,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,0
25,Private,218136,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Outlying-US(Guam-USVI-etc),0
31,Private,119432,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2
54,Local-gov,129972,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,2
25,Private,120238,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Poland,0
19,Private,78374,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,1
24,State-gov,138513,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,1
22,Private,291979,11th,7,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
39,Local-gov,139364,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,2
51,?,147015,Some-college,10,Divorced,?,Not-in-family,Black,Male,0,0,50,United-States,0
21,Private,43475,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
38,Self-emp-inc,66687,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,Portugal,3
25,Private,104193,HS-grad,9,Never-married,Other-service,Own-child,White,Female,114,0,40,United-States,0
31,Private,300497,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,40,United-States,1
35,Self-emp-inc,111319,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,2
64,Private,132519,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,1
30,Federal-gov,340899,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
76,Self-emp-not-inc,237624,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,0
36,Local-gov,359001,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,0
17,Private,91141,10th,6,Never-married,Sales,Own-child,White,Male,0,0,8,United-States,1
44,Private,150011,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
18,Private,140164,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
45,Private,155664,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,1
33,Private,159929,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
22,?,34616,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
40,Private,110622,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,0
21,Private,434710,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,0
36,Private,254493,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,0
