gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
10,0,0.36201342281879184,0.03478064486263148,0.31543624161073824,0.5033557046979866,0.34004024144869216,37,39.22,2,1.92,6,6.04,4.9,5,0,0.0,0,0.0,1,1.92,3,0.34046786536608525,0.4,0.00026607513427734375,3.122741937637329
11,0,0.3563758389261744,0.02695447735305129,0.31543624161073824,0.42281879194630867,0.34607645875251514,37,40.68,2,1.92,6,6.02,4.9,5,0,0.0,0,0.0,1,1.92,2,0.27404751561786966,0.48,0.00025343894958496094,21.933843851089478
12,0,0.3519463087248322,0.024683392244773363,0.31543624161073824,0.4093959731543624,0.34004024144869216,37,39.6,2,1.92,6,6.02,4.92,5,0,0.0,0,0.0,1,1.92,3,0.34046786536608525,0.38,0.0002799034118652344,4.037824630737305
13,0,0.35355704697986573,0.021786355506333958,0.31543624161073824,0.40268456375838924,0.3380281690140845,37,39.04,2,1.88,6,6.1,5.0,5,0,0.0,0,0.0,1,1.88,4,0.47979587496419046,0.38,0.00025844573974609375,11.491096019744873
14,0,0.3575838926174496,0.0293784999093787,0.31543624161073824,0.44966442953020136,0.34607645875251514,37,37.84,2,1.92,6,6.02,4.88,5,0,0.0,0,0.0,1,1.92,3,0.34046786536608525,0.44,0.00029015541076660156,3.361985445022583
15,0,0.3683221476510067,0.09441538605117626,0.31543624161073824,1.0,0.3420523138832998,37,38.2,2,1.94,6,6.04,4.92,5,0,0.0,0,0.0,1,1.94,3,0.31363569143000214,0.4,0.0002472400665283203,4.235916376113892
16,0,0.3548993288590603,0.027660127511175865,0.31543624161073824,0.42281879194630867,0.34004024144869216,37,39.38,2,1.9,6,6.0,4.84,5,0,0.0,0,0.0,1,1.9,2,0.30304576336566325,0.32,0.0002722740173339844,7.05798602104187
17,0,0.350738255033557,0.024153988521136902,0.31543624161073824,0.40268456375838924,0.3420523138832998,37,38.66,2,1.92,6,6.04,4.9,5,0,0.0,0,0.0,1,1.92,2,0.27404751561786966,0.3,0.0002837181091308594,3.512673854827881
18,0,0.3539597315436241,0.025354919497117004,0.31543624161073824,0.40268456375838924,0.3420523138832998,37,38.46,2,1.9,6,6.0,4.82,5,0,0.0,0,0.0,1,1.9,2,0.30304576336566325,0.36,0.0002803802490234375,2.498368978500366
19,0,0.36174496644295295,0.029476766786574172,0.31543624161073824,0.4429530201342282,0.34004024144869216,37,38.2,2,1.92,6,6.02,4.86,5,0,0.0,0,0.0,1,1.92,3,0.34046786536608525,0.44,0.0002689361572265625,3.437540054321289
20,0,0.35597315436241606,0.02731007648222501,0.31543624161073824,0.4093959731543624,0.3420523138832998,37,38.88,2,1.86,6,6.02,4.76,5,0,0.0,0,0.0,1,1.86,2,0.3505098327538656,0.36,0.0002467632293701172,3.116487979888916
21,0,0.3738255033557047,0.09341404340487307,0.31543624161073824,1.0,0.3420523138832998,37,37.4,2,1.9,6,6.06,4.9,5,0,0.0,0,0.0,1,1.9,3,0.41649656391752143,0.54,0.0002522468566894531,8.075690746307373
22,0,0.3575838926174496,0.02637302100834178,0.31543624161073824,0.4161073825503355,0.3420523138832998,37,40.0,2,1.88,6,6.02,4.86,5,0,0.0,0,0.0,1,1.88,3,0.38544964466377263,0.48,0.0002639293670654297,4.938509702682495
23,0,0.3612080536912751,0.09433950097429546,0.31543624161073824,1.0,0.3420523138832998,37,38.76,2,1.92,6,6.0,4.86,5,0,0.0,0,0.0,1,1.92,3,0.34046786536608525,0.42,0.000247955322265625,8.305586099624634
24,0,0.38697986577181204,0.12818342168573632,0.31543624161073824,1.0,0.3420523138832998,37,38.7,2,1.82,6,6.02,4.74,5,0,0.0,0,0.0,1,1.82,3,0.43752550946038726,0.38,0.00025200843811035156,9.579144477844238
25,0,0.35154362416107376,0.023629117844847076,0.31543624161073824,0.42281879194630867,0.34004024144869216,37,37.8,2,1.9,6,6.04,4.94,5,0,0.0,0,0.0,1,1.9,3,0.41649656391752143,0.46,0.0002453327178955078,4.369588375091553
26,0,0.36228187919463084,0.027129040999390255,0.31543624161073824,0.4161073825503355,0.3340040241448692,37,37.66,2,1.88,6,6.02,4.82,5,0,0.0,0,0.0,1,1.88,3,0.38544964466377263,0.48,0.00028252601623535156,9.027576446533203
27,0,0.3822818791946308,0.13230133778613468,0.31543624161073824,1.0,0.34607645875251514,37,37.56,2,1.98,6,6.04,5.0,5,0,0.0,0,0.0,1,1.98,3,0.4280949732506199,0.4,0.0002758502960205078,2.581287384033203
28,0,0.3520805369127516,0.024975462035510224,0.31543624161073824,0.4093959731543624,0.3420523138832998,37,38.0,2,2.06,6,6.02,5.14,5,0,0.0,0,0.0,1,2.06,3,0.3730732816343027,0.46,0.0002486705780029297,3.3001084327697754
29,0,0.35154362416107376,0.027142320346718388,0.31543624161073824,0.4161073825503355,0.35412474849094566,37,37.44,2,1.96,6,6.0,4.94,5,0,0.0,0,0.0,1,1.96,3,0.282842712474619,0.3,0.0002472400665283203,3.3255276679992676
30,0,0.3573154362416107,0.03916979998590169,0.31543624161073824,0.5570469798657718,0.3480885311871227,37,37.8,2,1.88,6,6.02,4.82,5,0,0.0,0,0.0,1,1.88,3,0.38544964466377263,0.44,0.0002512931823730469,7.942358016967773
31,0,0.38402684563758394,0.12918227082861294,0.31543624161073824,1.0,0.3420523138832998,37,38.36,2,2.0,6,6.0,5.0,5,0,0.0,0,0.0,1,2.0,3,0.40406101782088427,0.32,0.0002799034118652344,2.0916144847869873
32,0,0.35758389261744966,0.029834913550630216,0.31543624161073824,0.4093959731543624,0.3380281690140845,37,38.94,2,1.92,6,6.06,4.98,5,0,0.0,0,0.0,1,1.92,3,0.6006798869036754,0.44,0.00025773048400878906,7.1837334632873535
33,0,0.3786577181208053,0.1302434720464724,0.31543624161073824,1.0,0.3420523138832998,37,40.04,2,2.22,6,6.0,5.5,5,0,0.0,0,0.0,1,2.22,3,0.6157789160643515,0.54,0.0002493858337402344,10.409715175628662
34,0,0.3801342281879194,0.130434717851184,0.31543624161073824,1.0,0.3380281690140845,37,39.34,2,2.46,6,6.04,6.08,5,0,0.0,0,0.0,1,2.46,3,0.6131218209678553,0.72,0.00033545494079589844,6.394098520278931
35,0,0.36080536912751676,0.09677061096399442,0.31543624161073824,1.0,0.3420523138832998,37,40.28,2,2.5,6,6.02,6.12,5,0,0.0,0,0.0,1,2.5,3,0.6468132241526726,0.56,0.0002906322479248047,1.8612706661224365
36,0,0.37476510067114094,0.13239254902229192,0.31543624161073824,1.0,0.3420523138832998,37,41.28,2,2.3,6,6.04,5.94,5,0,0.0,0,0.0,1,2.3,3,0.7354021529276429,0.66,0.0002951622009277344,10.583362817764282
37,0,0.3990604026845637,0.18176999619463702,0.31543624161073824,1.0,0.3440643863179075,37,42.2,2,2.3,6,6.06,6.04,5,0,0.0,0,0.0,1,2.3,3,0.5439837932759934,0.6,0.0002970695495605469,2.260744094848633
38,0,0.3512751677852349,0.09660336568049306,0.31543624161073824,1.0,0.3380281690140845,37,42.0,2,2.34,6,6.02,6.1,5,0,0.0,0,0.0,2,2.34,3,0.4785181206984065,0.52,0.0002644062042236328,2.0102784633636475
39,0,0.37651006711409396,0.159134012927901,0.31543624161073824,1.0,0.3440643863179075,37,41.68,2,2.24,6,6.04,6.02,5,0,0.0,0,0.0,1,2.24,3,0.5554920598635309,0.48,0.0002856254577636719,3.559666633605957
40,0,0.351006711409396,0.09540829691216217,0.31543624161073824,1.0,0.3440643863179075,37,41.78,2,2.22,6,6.0,5.98,5,0,0.0,0,0.0,1,2.22,3,0.5816935163286381,0.46,0.0003027915954589844,3.4208273887634277
41,0,0.36953020134228176,0.1339622197183887,0.31543624161073824,1.0,0.3380281690140845,37,41.68,2,2.26,6,6.04,6.08,5,0,0.0,0,0.0,1,2.26,3,0.48697315854455175,0.62,0.0003120899200439453,1.9736084938049316
42,0,0.3612080536912751,0.10448860495039197,0.31543624161073824,1.0,0.3420523138832998,37,41.46,2,2.16,6,6.02,5.9,5,0,0.0,0,0.0,1,2.16,3,0.42185208743524005,0.62,0.0002777576446533203,3.7319388389587402
43,0,0.3856375838926175,0.15865754778037394,0.31543624161073824,1.0,0.34004024144869216,37,41.72,2,2.14,6,6.02,5.74,5,0,0.0,0,0.0,1,2.14,3,0.45220547975269754,0.6,0.00027179718017578125,3.9200801849365234
44,0,0.3554362416107382,0.09605487673759489,0.31543624161073824,1.0,0.3440643863179075,37,41.82,2,2.24,6,6.06,6.0,5,0,0.0,0,0.0,1,2.24,3,0.47638091430094476,0.6,0.0002853870391845703,5.671491384506226
45,0,0.3961073825503355,0.18081732669985284,0.31543624161073824,1.0,0.34004024144869216,37,41.4,2,2.2,6,6.02,5.94,5,0,0.0,0,0.0,2,2.2,3,0.40406101782088427,0.66,0.0002930164337158203,3.0453948974609375
46,0,0.37718120805369115,0.1333055539128897,0.31543624161073824,1.0,0.3420523138832998,37,41.5,2,2.22,6,6.04,6.06,5,0,0.0,0,0.0,2,2.22,3,0.4184519575964803,0.66,0.00027298927307128906,8.086702346801758
47,0,0.38805369127516776,0.15862052278657982,0.31543624161073824,1.0,0.34004024144869216,37,44.3,2,2.22,6,6.04,6.1,5,0,0.0,0,0.0,1,2.22,3,0.5066899385990914,0.66,0.00027441978454589844,6.774376153945923
48,0,0.3722147651006711,0.13209179032105692,0.31543624161073824,1.0,0.3380281690140845,37,43.64,2,2.08,6,6.06,5.84,5,0,0.0,0,0.0,1,2.08,3,0.4444671196029727,0.66,0.0002827644348144531,2.9066154956817627
49,0,0.37181208053691267,0.13116642261666306,0.31543624161073824,1.0,0.3420523138832998,37,44.3,2,2.12,6,6.02,5.82,5,0,0.0,0,0.0,1,2.12,3,0.47979587496419046,0.6,0.0002899169921875,6.0006022453308105
50,0,0.37060402684563754,0.13294886990463106,0.31543624161073824,1.0,0.3380281690140845,37,43.0,2,2.04,6,6.02,5.78,5,0,0.0,0,0.0,1,2.04,3,0.40203563655629393,0.52,0.00028514862060546875,5.338028192520142
