gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
10,0,50,0.1118811881188119,0.13588906020235098,0.04950495049504955,1.0,0.0669642857142857,52,56.2,5,4.14,10,9.22,14.44,17,0.00023746490478515625,26.557627201080322,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
11,0,50,0.09524752475247526,0.13438951999323226,0.04950495049504955,1.0,0.0669642857142857,52,56.52,5,4.6,10,9.46,15.54,17,0.00017404556274414062,21.485321044921875,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
12,0,50,0.12396039603960395,0.18338216042751393,0.04950495049504955,1.0,0.0669642857142857,52,56.72,5,4.72,10,9.82,16.5,17,0.0001800060272216797,21.307806968688965,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
13,0,50,0.11425742574257425,0.14088952358877802,0.04950495049504955,1.0,0.0669642857142857,52,53.94,5,4.84,10,9.78,16.62,17,0.00015783309936523438,15.188628435134888,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
14,0,50,0.13524752475247526,0.22101715651100168,0.03960396039603964,1.0,0.0625,57,55.32,7,4.5,11,9.74,16.08,22,0.0001571178436279297,22.350930213928223,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
15,0,50,0.10594059405940592,0.08345659609063967,0.03960396039603964,0.504950495049505,0.0625,57,56.92,7,4.62,11,9.78,16.24,22,0.00024962425231933594,29.929846048355103,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
16,0,50,0.119009900990099,0.13941058160591555,0.03960396039603964,1.0,0.0625,57,57.86,7,4.8,11,9.48,15.9,22,0.0001747608184814453,19.01861882209778,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
17,0,50,0.12851485148514852,0.18388663006428813,0.03960396039603964,1.0,0.0625,57,57.08,7,4.72,11,9.58,15.94,22,0.00016427040100097656,23.090333461761475,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
18,0,50,0.10950495049504952,0.13722657979607727,0.03960396039603964,1.0,0.0625,57,57.84,7,5.1,11,9.86,17.14,22,0.0001761913299560547,14.609389781951904,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
19,0,50,0.07663366336633662,0.022033651887698572,0.03960396039603964,0.15841584158415845,0.0625,57,62.04,7,5.94,11,10.66,20.06,22,0.00018453598022460938,25.336798906326294,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
20,0,50,0.09207920792079208,0.049395919537688786,0.03960396039603964,0.26732673267326734,0.0625,57,61.26,7,4.72,11,9.66,16.12,22,0.00026106834411621094,28.14709711074829,"stack ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 2 ) , LR ( C = 0.5 , max_iter = 2 ) , LR ( C = 0.5 , max_iter = 2 ) )"
