run_idx,gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,eval_worker_ids,best_phenotype
1,10,0,50,0.040999999999999995,0.14956269588369955,0.0,1.0,0.0,51,52.12,1,1.32,7,6.14,4.56,5,0.00015616416931152344,3.2202324867248535,"9,13,6,11,3,2,12,5,8,7,0,10,1,4,3,1,4,13,7,2,9,2,5,11,6,12,13,8,4,1,3,6,11,5,13,6,12,8,4,3,13,8,4,2,12,6,8,12,6",stack ( RF ( max_depth = 5 ) )
2,0,16,34,0.52,0.4551922670696416,0.0,1.0,0.0888888888888889,29,57.64705882352941,3,1.9411764705882353,6,6.294117647058823,5.5,7,0.0,7.118098258972168,"0,0,1,1,9,12,2,2,3,3,10,1,4,5,13,4,4,11,4,4,7,5,8,6,6,4,7,4,4,4,8,6,9,10,10,0,0,0,0,10,10,6,9,6,7,6,6,9,9,9","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,1,0,50,0.10600000000000001,0.2120471645648675,0.0,1.0,0.1333333333333333,29,53.92,3,2.1,6,6.38,5.86,7,0.0001571178436279297,11.056396484375,"7,6,10,4,11,9,5,12,1,3,2,8,13,0,8,4,3,5,7,10,4,8,3,7,10,4,1,0,1,13,5,5,8,5,5,9,9,9,6,9,6,6,8,8,2,6,7,7,6","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,2,0,50,0.102,0.2414456460572441,0.0,1.0,0.28888888888888886,29,52.72,3,2.06,6,6.38,5.8,7,0.00010609626770019531,14.262132167816162,"0,3,10,5,6,2,11,9,12,7,4,1,13,8,1,13,2,2,10,5,0,1,1,3,7,2,7,2,5,2,2,5,2,5,1,1,1,1,1,8,8,10,13,5,10,6,6,10,3","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,3,0,50,0.016000000000000004,0.044090815370097215,0.0,0.25,0.0888888888888889,29,58.18,3,2.2,6,6.42,6.1,7,0.0001628398895263672,4.8411571979522705,"3,13,2,9,4,8,10,0,6,7,1,5,12,11,7,0,12,1,6,5,11,0,12,11,12,12,5,12,6,6,3,6,3,6,6,6,5,5,7,12,8,12,12,12,12,12,4,5,1","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,4,0,50,0.032,0.11565465835840769,0.0,0.75,0.06666666666666665,29,61.86,3,2.14,6,6.52,6.02,7,9.846687316894531e-05,1.6190979480743408,"1,12,5,4,8,7,3,6,10,11,9,2,13,0,2,7,11,12,8,13,3,0,11,12,2,7,0,13,8,2,0,12,7,2,8,12,2,2,12,2,12,2,9,13,2,13,9,1,9","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,5,0,50,0.02,0.06324555320336757,0.0,0.35,0.06666666666666665,29,62.12,3,2.06,6,6.42,5.9,7,0.00015211105346679688,3.7778429985046387,"12,8,9,2,5,10,13,7,0,11,3,6,4,1,1,7,13,11,12,3,8,2,9,7,9,11,2,3,7,11,11,1,8,11,8,11,8,10,3,3,3,7,11,7,13,7,13,7,7","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,6,0,50,0.044000000000000004,0.1451344204522139,0.0,0.9,0.0888888888888889,29,64.02,3,2.02,6,6.34,5.74,7,0.0001227855682373047,2.3932971954345703,"13,7,10,5,1,9,6,2,4,11,8,3,0,12,11,9,1,0,6,13,8,12,9,3,11,1,10,13,0,8,9,6,3,1,9,11,10,8,1,11,3,8,1,1,8,13,13,9,13","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,7,0,50,0.015,0.05590169943749474,0.0,0.35,0.06666666666666665,29,57.56,3,2.3,6,6.64,6.8,7,0.00015783309936523438,3.376267910003662,"13,9,5,8,1,7,6,10,12,0,11,2,4,3,8,13,11,6,0,9,3,7,1,11,3,1,0,7,0,6,7,0,7,0,0,0,8,13,8,8,7,0,8,8,8,8,8,0,4","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,8,0,50,0.025,0.0776208734813001,0.0,0.4,0.06666666666666665,29,55.7,3,2.08,6,6.54,6.24,7,0.00015878677368164062,6.838323354721069,"4,7,1,13,2,3,11,0,5,9,8,10,12,6,11,12,8,7,2,1,3,12,11,4,1,3,4,4,8,13,8,8,13,8,1,1,11,3,1,13,8,1,8,8,1,8,1,11,11","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,9,0,50,0.04800000000000001,0.14965293181224348,0.0,1.0,0.0888888888888889,29,62.28,3,2.7,6,7.04,7.96,7,0.00010848045349121094,7.178957223892212,"11,0,3,9,2,1,13,4,12,7,8,5,6,10,11,12,5,8,6,9,8,6,6,11,6,6,11,13,13,13,13,12,12,12,12,12,12,13,12,13,6,12,3,3,3,3,13,13,4","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
2,10,0,50,0.027000000000000003,0.05762811813689563,0.0,0.25,0.06666666666666665,29,59.02,3,2.72,6,7.02,7.98,7,0.000102996826171875,5.573728799819946,"4,8,6,5,0,12,11,3,2,9,1,7,10,13,12,7,1,10,5,8,7,12,5,12,5,13,5,1,13,1,8,8,8,0,0,9,1,0,1,1,1,1,1,1,8,0,8,8,12","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )"
3,0,12,38,0.441,0.4174553868379231,0.0,1.0,0.24444444444444446,22,54.0,3,1.9473684210526316,6,6.394736842105263,5.473684210526316,6,0.0,3.0010387897491455,"2,10,4,3,8,13,0,0,0,9,1,1,1,11,2,3,4,6,7,5,12,5,6,6,6,7,8,0,8,8,8,8,8,9,1,8,5,0,0,10,10,10,10,10,10,10,9,10,10,10","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,1,0,50,0.14400000000000002,0.23929897617833634,0.0,1.0,0.0888888888888889,22,51.06,3,1.94,6,6.46,5.58,6,0.00010132789611816406,14.930452346801758,"1,0,9,7,11,3,6,12,8,5,2,13,4,10,5,6,0,3,10,1,8,7,9,13,12,0,6,2,5,10,3,13,13,1,12,6,1,1,3,9,13,3,7,7,7,0,13,2,10","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,2,0,50,0.08800000000000001,0.16387800340497197,0.0,1.0,0.0444444444444444,22,48.44,3,1.9,6,6.44,5.46,6,0.00014781951904296875,3.711216926574707,"10,12,3,2,7,6,4,9,13,8,11,0,1,5,4,9,0,4,8,6,2,13,11,12,3,9,6,9,11,4,2,13,10,4,3,2,9,8,12,8,13,3,10,9,3,13,0,9,13","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,3,0,50,0.07200000000000001,0.1746882938264611,0.0,1.0,0.11111111111111116,22,48.1,3,1.68,6,6.32,5.02,6,0.0001442432403564453,2.2034964561462402,"11,3,6,9,13,10,0,1,7,8,4,5,12,2,13,7,0,5,2,3,1,11,4,6,9,12,0,1,10,8,4,4,10,1,8,6,1,7,10,8,12,6,10,1,8,7,10,1,2","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,4,0,50,0.12500000000000003,0.269675731203236,0.0,1.0,0.0444444444444444,22,49.74,3,1.86,6,6.28,5.14,6,0.00010895729064941406,0.803802490234375,"12,6,7,1,2,11,13,4,0,8,3,9,10,5,2,2,9,6,10,13,12,0,3,0,10,3,6,13,0,9,2,7,13,0,0,10,2,6,0,13,2,2,10,2,6,0,6,10,2","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,5,0,50,0.14100000000000001,0.2759873185492406,0.0,1.0,0.11111111111111116,22,49.38,3,2.0,6,6.36,5.5,6,0.00011110305786132812,2.334672212600708,"10,0,13,2,3,6,4,12,11,9,5,8,1,7,3,3,2,13,12,10,6,5,8,13,12,7,5,10,4,7,13,13,13,5,4,7,10,13,8,5,4,13,7,5,8,4,2,5,7","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,6,0,50,0.14,0.275317997958724,0.0,1.0,0.06666666666666665,22,45.18,3,1.96,6,6.24,5.2,6,0.00036144256591796875,1.4419145584106445,"1,4,7,2,0,6,3,9,10,8,12,13,5,11,4,5,12,0,6,2,7,5,4,12,6,0,7,10,7,0,2,2,0,0,6,12,7,3,10,6,3,0,7,1,1,2,3,12,7","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,7,0,50,0.145,0.3176869528325014,0.0,1.0,0.1333333333333333,22,40.84,3,2.2,6,6.1,5.24,6,0.00017213821411132812,3.4453651905059814,"3,12,7,10,4,6,0,9,11,5,2,13,8,1,3,10,8,5,2,9,12,1,6,2,1,7,3,2,0,0,6,12,5,8,10,9,3,2,10,0,12,6,8,12,3,6,2,12,3","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,8,0,50,0.129,0.30084713726409296,0.0,1.0,0.0888888888888889,22,46.42,3,2.4,6,6.34,5.82,6,0.00010919570922851562,0.8792476654052734,"8,6,2,7,3,0,9,12,4,1,10,11,13,5,10,3,5,8,4,6,12,1,13,0,10,10,4,11,6,5,13,3,8,1,0,12,10,4,4,12,5,13,3,13,6,7,8,11,12","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,9,0,50,0.12200000000000001,0.24436857408431223,0.0,1.0,0.0,22,48.68,3,2.46,6,6.36,6.14,6,0.00012540817260742188,11.894206285476685,"1,13,4,3,6,8,12,11,10,7,2,9,0,5,2,6,13,3,4,11,12,6,12,3,4,13,8,7,12,3,0,8,7,13,8,3,3,0,8,10,12,0,3,6,10,13,3,0,10","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
3,10,0,50,0.10800000000000001,0.24947144125129833,0.0,1.0,0.06666666666666665,22,48.36,3,2.26,6,6.32,5.82,6,0.00010323524475097656,5.36598801612854,"3,13,10,6,7,4,12,1,2,0,5,9,11,8,9,8,4,7,6,5,1,13,7,6,1,9,4,6,7,1,9,4,7,11,11,11,9,4,6,8,9,13,11,4,13,8,4,9,8","bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 , max_features = 0.1 )"
