run_idx,gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
1,10,0,50,0.0575,0.1379410539868389,0.015625,1.0,0.04895104895104896,38,37.92,1,1.3,6,6.44,4.04,3,0.00010228157043457031,1.8559510707855225,bag ( KNN ( n_neighbors = 5 ) )
2,0,16,34,0.484375,0.4654571845239903,0.015625,1.0,0.04895104895104896,93,57.64705882352941,2,1.9411764705882353,6,6.294117647058823,5.5,5,0.0,5.235258340835571,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,1,0,50,0.0546875,0.14436857399119105,0.015625,1.0,0.04895104895104896,93,54.36,2,1.86,6,6.4,5.48,5,0.00010061264038085938,1.8003063201904297,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,2,0,50,0.040625,0.0875,0.015625,0.625,0.04895104895104896,93,54.42,2,1.98,6,6.36,5.62,5,0.0001499652862548828,3.631359100341797,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,3,0,50,0.0571875,0.16000518790417392,0.015625,1.0,0.04895104895104896,93,63.2,2,1.98,6,6.38,5.82,5,0.00015211105346679688,2.856334924697876,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,4,0,50,0.0328125,0.05079927564690268,0.015625,0.375,0.04895104895104896,93,64.42,2,2.0,6,6.28,5.64,5,0.00010061264038085938,2.5177767276763916,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,5,0,50,0.0625,0.15845321667609025,0.015625,1.0,0.05594405594405594,93,69.76,2,1.76,6,6.02,4.9,5,0.00010061264038085938,2.6084437370300293,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,6,0,50,0.0253125,0.023981193803687087,0.015625,0.140625,0.04895104895104896,93,68.56,2,1.68,6,6.02,4.76,5,9.465217590332031e-05,0.32785797119140625,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,7,0,50,0.035625,0.08512628486548676,0.015625,0.625,0.06293706293706292,93,59.98,2,1.64,6,6.14,4.92,5,0.00015926361083984375,1.940324068069458,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,8,0,50,0.06375,0.1864512335706042,0.015625,1.0,0.04895104895104896,93,56.86,2,1.78,6,6.16,5.16,5,0.0001430511474609375,2.812843084335327,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,9,0,50,0.025,0.015309310892394862,0.015625,0.078125,0.05594405594405594,93,59.28,2,1.6,6,6.14,4.92,5,0.0001461505889892578,2.6691181659698486,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,10,0,50,0.043125,0.09755607361922682,0.015625,0.625,0.05594405594405594,93,62.74,2,1.68,6,6.16,4.9,5,9.465217590332031e-05,0.866844892501831,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
3,0,12,38,0.3734375,0.433015520976154,0.0,1.0,0.06293706293706292,89,54.0,2,1.9473684210526316,7,6.394736842105263,5.473684210526316,6,0.0,3.087264060974121,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,1,0,50,0.1034375,0.19796054886327732,0.0,1.0,0.06293706293706292,89,51.12,2,1.88,7,6.48,5.5,6,9.655952453613281e-05,2.709585666656494,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,2,0,50,0.0903125,0.1825195302049893,0.0,1.0,0.06293706293706292,89,61.44,2,1.96,7,6.64,5.92,6,0.00014066696166992188,2.623533010482788,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,3,0,50,0.039375,0.07396684223353056,0.0,0.375,0.06293706293706292,89,66.32,2,1.9,7,6.82,5.94,6,9.298324584960938e-05,0.4091503620147705,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,4,0,50,0.0628125,0.16224408935690077,0.0,1.0,0.06293706293706292,89,74.72,2,2.18,7,7.16,7.0,6,0.00014400482177734375,2.267529249191284,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,5,0,50,0.0221875,0.03323243191898541,0.0,0.109375,0.06293706293706292,89,78.62,2,2.08,7,7.28,6.94,6,9.131431579589844e-05,0.8191497325897217,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,6,0,50,0.04125,0.14085952665687895,0.0,1.0,0.06293706293706292,89,75.96,2,2.36,7,7.26,7.28,6,0.00015497207641601562,0.9820611476898193,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,7,0,50,0.026875,0.034804139480814636,0.0,0.140625,0.06293706293706292,89,80.6,2,2.48,7,7.28,7.56,6,0.00025391578674316406,1.3601558208465576,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,8,0,50,0.0265625,0.035527553127818974,0.0,0.140625,0.06293706293706292,89,77.36,2,2.44,7,7.24,7.48,6,0.0001316070556640625,2.207571268081665,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,9,0,50,0.0425,0.14024392812168376,0.0,1.0,0.06293706293706292,89,72.82,2,2.52,7,7.32,7.86,6,0.00014925003051757812,3.340942144393921,vote ( SVM ( kernel = rbf ) ; voting = soft )
3,10,0,50,0.0203125,0.03190715290103459,0.0,0.140625,0.06293706293706292,89,80.32,2,2.42,7,7.18,7.5,6,0.00015878677368164062,2.5404884815216064,vote ( SVM ( kernel = rbf ) ; voting = soft )
4,0,21,29,0.5403125,0.46018306904019185,0.015625,1.0,0.020979020979020935,27,59.724137931034484,1,2.206896551724138,6,6.413793103448276,5.931034482758621,4,0.0,2.4405674934387207,ada ( LR ( C = 0.5 ) )
4,1,0,50,0.18,0.30741551176705445,0.015625,1.0,0.020979020979020935,27,58.74,1,1.72,6,6.34,5.24,4,9.5367431640625e-05,2.554577112197876,ada ( LR ( C = 0.5 ) )
4,2,0,50,0.1528125,0.2755904527668729,0.015625,1.0,0.020979020979020935,27,56.18,1,1.4,6,6.14,4.58,4,0.0001533031463623047,30.560724020004272,ada ( LR ( C = 0.5 ) )
4,3,0,50,0.045625,0.07233818148115143,0.015625,0.375,0.020979020979020935,27,52.86,1,1.18,6,6.08,4.3,4,0.0001659393310546875,0.9488723278045654,ada ( LR ( C = 0.5 ) )
4,4,0,50,0.101875,0.2286646015455825,0.015625,1.0,0.020979020979020935,27,52.54,1,1.12,6,6.02,4.14,4,0.00014853477478027344,1.1090672016143799,ada ( LR ( C = 0.5 ) )
4,5,0,50,0.146875,0.2851123681989261,0.015625,1.0,0.020979020979020935,27,50.32,1,1.1,6,6.02,4.1,4,9.965896606445312e-05,0.3595139980316162,ada ( LR ( C = 0.5 ) )
4,6,0,50,0.0728125,0.19173880549135064,0.015625,1.0,0.020979020979020935,27,49.58,1,1.16,6,6.0,4.12,4,0.0001475811004638672,0.8282432556152344,ada ( LR ( C = 0.5 ) )
4,7,0,50,0.1425,0.24281953818628355,0.015625,1.0,0.020979020979020935,27,42.92,1,1.18,6,6.02,4.2,4,9.5367431640625e-05,1.1916308403015137,ada ( LR ( C = 0.5 ) )
4,8,0,50,0.1565625,0.3092880243902923,0.015625,1.0,0.020979020979020935,27,48.7,1,1.18,6,6.04,4.16,4,0.00011920928955078125,0.24292516708374023,ada ( LR ( C = 0.5 ) )
4,9,0,50,0.100625,0.20792783453640834,0.015625,1.0,0.020979020979020935,27,52.48,1,1.2,6,6.02,4.22,4,0.00014710426330566406,0.26412057876586914,ada ( LR ( C = 0.5 ) )
4,10,0,50,0.1078125,0.20051812768737395,0.015625,1.0,0.020979020979020935,27,56.26,1,1.24,6,6.02,4.22,4,0.0001518726348876953,0.8178489208221436,ada ( LR ( C = 0.5 ) )
5,0,15,35,0.35,0.43850331384152613,0.0,1.0,0.034965034965035,29,58.42857142857143,2,2.0285714285714285,6,6.3428571428571425,5.457142857142857,5,0.0,4.225931406021118,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,1,0,50,0.0603125,0.15194089362725888,0.0,1.0,0.027972027972028024,29,61.4,2,2.16,6,6.3,5.68,5,9.584426879882812e-05,2.9304862022399902,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,2,0,50,0.08125,0.20681740134717871,0.0,1.0,0.020979020979020935,29,58.22,2,2.0,6,6.12,5.32,5,0.00015473365783691406,1.376014232635498,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,3,2,48,0.095625,0.2719403657054245,0.0,1.0,0.027972027972028024,29,49.791666666666664,2,2.3333333333333335,6,6.145833333333333,5.9375,5,9.34600830078125e-05,1.4635112285614014,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,4,0,50,0.055625,0.15462151370362406,0.0,1.0,0.04195804195804198,29,52.26,2,2.3,6,6.12,5.82,5,9.870529174804688e-05,2.172321319580078,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,5,1,49,0.0684375,0.21000116257118673,0.0,1.0,0.013986013986013957,29,54.204081632653065,2,2.4489795918367347,6,6.183673469387755,6.142857142857143,5,0.0001533031463623047,2.6102113723754883,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,6,1,49,0.119375,0.2831146521287798,0.0,1.0,0.020979020979020935,29,54.326530612244895,2,2.7346938775510203,6,6.244897959183674,6.836734693877551,5,9.274482727050781e-05,17.28078866004944,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,7,0,50,0.1678125,0.3504852941369295,0.0,1.0,0.020979020979020935,29,58.16,2,2.7,6,6.18,6.76,5,9.417533874511719e-05,2.1676743030548096,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,8,0,50,0.1428125,0.3101160632025533,0.0,1.0,0.034965034965035,29,54.16,2,2.9,6,6.32,7.18,5,0.00016307830810546875,2.455728530883789,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,9,0,50,0.07875,0.23936276078371088,0.0,1.0,0.04195804195804198,29,52.94,2,2.64,6,6.48,6.92,5,9.655952453613281e-05,2.0060458183288574,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
5,10,0,50,0.07375,0.22692406494243839,0.0,1.0,0.034965034965035,29,56.82,2,2.96,6,6.72,7.84,5,0.00017547607421875,18.688080072402954,bag ( KNN ( n_neighbors = 5 ) ; max_features = 0.5 )
6,0,11,39,0.3965625,0.43834616832048384,0.015625,1.0,0.04195804195804198,54,60.02564102564103,2,1.8974358974358974,7,6.230769230769231,5.384615384615385,6,0.0,4.170495510101318,stack ( KNN ( n_neighbors = 3 ) ; cv = 3 )
6,1,0,50,0.1165625,0.26097417406948525,0.015625,1.0,0.04195804195804198,54,61.56,2,2.0,7,6.4,5.5,6,0.0001220703125,0.9364402294158936,stack ( KNN ( n_neighbors = 3 ) ; cv = 3 )
6,2,1,49,0.070625,0.19027221453748838,0.0,1.0,0.04895104895104896,54,57.0,3,2.061224489795918,6,6.489795918367347,5.918367346938775,7,0.00010180473327636719,3.0751523971557617,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
6,3,0,50,0.0621875,0.15914474789087452,0.0,1.0,0.04895104895104896,54,54.22,3,2.04,6,6.58,5.86,7,9.012222290039062e-05,1.891573429107666,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
6,4,0,50,0.04625,0.09782597750597742,0.0,0.625,0.04895104895104896,54,49.16,3,2.1,6,6.58,5.88,7,0.00014781951904296875,1.6814579963684082,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
6,5,0,50,0.033125,0.054274332100911205,0.0,0.375,0.04895104895104896,54,49.22,3,2.34,6,6.6,6.22,7,0.00016117095947265625,1.2001314163208008,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
6,6,0,50,0.0696875,0.1910908753872094,0.0,1.0,0.04895104895104896,54,49.08,3,2.22,6,6.44,6.04,7,0.0002913475036621094,1.8500478267669678,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
6,7,0,50,0.046875,0.11870887445764111,0.0,0.625,0.04895104895104896,54,51.64,3,2.24,6,6.48,6.16,7,0.00014901161193847656,1.1388492584228516,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
6,8,0,50,0.0675,0.19723280977058558,0.0,1.0,0.04895104895104896,54,52.7,3,2.44,6,6.46,6.4,7,9.655952453613281e-05,1.6096606254577637,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
6,9,0,50,0.135625,0.30451421354347324,0.0,1.0,0.04895104895104896,54,54.32,3,2.66,6,6.3,6.84,7,0.0003228187561035156,1.139070749282837,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
6,10,0,50,0.121875,0.2599767116974134,0.0,1.0,0.04895104895104896,54,53.88,3,2.88,6,6.26,7.16,7,0.00015211105346679688,0.8662261962890625,"ada ( LR ( C = 1.0 , max_iter = 3 ) ; n_estimators = 5 )"
7,0,11,39,0.305,0.4024005117727859,0.0,1.0,0.04195804195804198,25,62.56410256410256,1,1.9487179487179487,6,6.333333333333333,5.384615384615385,4,0.0,2.0647547245025635,bag ( SVM ( C = 0.5 ) )
7,1,0,50,0.0946875,0.22956331676957886,0.0,1.0,0.04895104895104896,25,54.18,1,1.82,6,6.34,5.28,4,0.00010776519775390625,4.686663627624512,bag ( SVM ( C = 0.5 ) )
7,2,0,50,0.0790625,0.18748463478709393,0.0,1.0,0.04895104895104896,25,56.32,1,1.86,6,6.2,5.34,4,9.942054748535156e-05,1.2402212619781494,bag ( SVM ( C = 0.5 ) )
7,3,0,50,0.05,0.13757100439409461,0.0,1.0,0.04895104895104896,25,49.1,1,1.86,6,6.22,5.46,4,0.0001494884490966797,1.6384153366088867,bag ( SVM ( C = 0.5 ) )
7,4,0,50,0.0615625,0.1926229822249931,0.0,1.0,0.05594405594405594,25,54.78,1,1.34,6,6.08,4.5,4,9.059906005859375e-05,1.1546452045440674,bag ( SVM ( C = 0.5 ) )
7,5,0,50,0.0215625,0.023776711952034072,0.0,0.078125,0.04895104895104896,25,57.2,1,1.22,6,6.08,4.32,4,0.00010204315185546875,0.26517748832702637,bag ( SVM ( C = 0.5 ) )
7,6,0,50,0.015625,0.021194781197266463,0.0,0.078125,0.04895104895104896,25,62.16,1,1.06,6,6.0,3.96,4,0.00016307830810546875,0.3716742992401123,bag ( SVM ( C = 0.5 ) )
7,7,0,50,0.070625,0.22928301970490533,0.0,1.0,0.04895104895104896,25,53.4,1,1.08,6,6.02,4.04,4,0.00015926361083984375,0.257535457611084,bag ( SVM ( C = 0.5 ) )
7,8,0,50,0.0184375,0.027544353436775387,0.0,0.125,0.04895104895104896,25,61.0,1,1.06,6,6.02,3.96,4,0.00015974044799804688,0.27572178840637207,bag ( SVM ( C = 0.5 ) )
7,9,0,50,0.013125,0.018582585934148133,0.0,0.0625,0.04895104895104896,25,51.22,1,1.14,6,6.08,4.18,4,0.0001583099365234375,0.5419635772705078,bag ( SVM ( C = 0.5 ) )
7,10,0,50,0.0121875,0.020080404783021682,0.0,0.078125,0.04895104895104896,25,51.46,1,1.14,6,6.06,4.22,4,0.00010967254638671875,0.45559024810791016,bag ( SVM ( C = 0.5 ) )
8,0,17,33,0.3834375,0.46276607633473954,0.0,1.0,0.013986013986013957,41,58.75757575757576,2,2.0606060606060606,7,6.424242424242424,5.606060606060606,6,0.0,1.612450361251831,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,1,0,50,0.0696875,0.1911675169354093,0.0,1.0,0.013986013986013957,41,55.08,2,2.24,7,6.5,6.08,6,0.0001575946807861328,1.7030978202819824,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,2,0,50,0.06375,0.19377116819847065,0.0,1.0,0.013986013986013957,41,51.96,2,2.26,7,6.72,6.3,6,9.846687316894531e-05,0.8203582763671875,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,3,0,50,0.0578125,0.19395780187002018,0.0,1.0,0.013986013986013957,41,63.54,2,2.34,7,7.0,6.6,6,9.560585021972656e-05,1.0262377262115479,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,4,0,50,0.0225,0.024238399287081644,0.0,0.078125,0.013986013986013957,41,61.58,2,2.52,7,7.28,7.44,6,0.00010323524475097656,1.5345120429992676,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,5,0,50,0.054375,0.13864015922524037,0.0,1.0,0.013986013986013957,41,60.96,2,2.46,7,7.36,7.4,6,0.00010323524475097656,1.3180136680603027,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,6,1,49,0.0378125,0.1402108484791744,0.0,1.0,0.013986013986013957,41,57.40816326530612,2,2.5510204081632653,7,7.408163265306122,7.653061224489796,6,0.00010085105895996094,1.3316407203674316,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,7,0,50,0.0215625,0.027402169736172353,0.0,0.078125,0.013986013986013957,41,56.06,2,2.18,7,7.2,6.62,6,9.751319885253906e-05,1.1816728115081787,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,8,0,50,0.035,0.10576913243002421,0.0,0.75,0.013986013986013957,41,53.42,2,2.38,7,7.28,7.08,6,0.00010919570922851562,1.2362325191497803,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,9,0,50,0.0325,0.14009762221394054,0.0,1.0,0.013986013986013957,41,63.82,2,2.1,7,7.1,6.44,6,0.00015282630920410156,1.3267395496368408,vote ( SVM ( kernel = rbf ) ; voting = soft )
8,10,0,50,0.0284375,0.035861332326755514,0.0,0.171875,0.013986013986013957,41,63.06,2,2.36,7,7.2,6.84,6,9.870529174804688e-05,1.0130705833435059,vote ( SVM ( kernel = rbf ) ; voting = soft )
9,0,12,38,0.28125,0.3803267509655349,0.0,1.0,0.013986013986013957,54,63.921052631578945,2,2.263157894736842,6,6.526315789473684,6.157894736842105,6,0.0,4.74104380607605,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,1,0,50,0.0971875,0.20868098597200943,0.0,1.0,0.013986013986013957,54,63.54,2,2.5,6,6.74,7.06,6,0.0001575946807861328,2.8394808769226074,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,2,0,50,0.0675,0.1527559327816763,0.0,1.0,0.020979020979020935,54,61.38,2,3.3,6,7.38,9.76,6,0.00011587142944335938,7.779393196105957,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,3,1,49,0.06625,0.19814964357777684,0.0,1.0,0.013986013986013957,54,59.69387755102041,2,3.183673469387755,6,7.183673469387755,9.387755102040817,6,0.0001270771026611328,7.634774684906006,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,4,0,50,0.0265625,0.060373997144880176,0.0,0.375,0.013986013986013957,54,54.08,2,4.08,6,8.02,12.68,6,0.00016069412231445312,21.67117714881897,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,5,2,48,0.056875,0.19376915227920052,0.0,1.0,0.020979020979020935,54,57.708333333333336,2,4.604166666666667,6,8.4375,14.3125,6,0.00014829635620117188,18.167041540145874,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,6,1,49,0.0546875,0.1947366510989906,0.0,1.0,0.013986013986013957,54,56.142857142857146,2,3.5306122448979593,6,7.469387755102041,10.571428571428571,6,0.00012230873107910156,12.0963454246521,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,7,2,48,0.0540625,0.19445963792327187,0.0,1.0,0.013986013986013957,54,57.458333333333336,2,3.6875,6,7.520833333333333,10.666666666666666,6,0.0001709461212158203,8.67611050605774,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,8,0,50,0.0134375,0.020012203308231703,0.0,0.078125,0.013986013986013957,54,55.54,2,3.02,6,7.2,9.02,6,0.00016736984252929688,7.614874362945557,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,9,1,49,0.0321875,0.13945380339470842,0.0,1.0,0.020979020979020935,54,58.285714285714285,2,3.020408163265306,6,7.204081632653061,8.83673469387755,6,0.00018835067749023438,9.24253797531128,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
9,10,1,49,0.0346875,0.14014814984954313,0.0,1.0,0.020979020979020935,54,59.91836734693877,2,3.020408163265306,6,7.1020408163265305,8.53061224489796,6,0.000194549560546875,5.02192497253418,bag ( LR ( penalty = l2 ) ; max_samples = 0.5 )
10,0,14,36,0.3546875,0.42537035793088596,0.0,1.0,0.006993006993006978,55,59.111111111111114,1,1.9166666666666667,7,6.5,5.5,5,0.0,2.1985373497009277,stack ( SVM ( kernel = rbf ) )
10,1,0,50,0.076875,0.1901849428845512,0.0,1.0,0.006993006993006978,55,63.56,1,1.96,7,6.86,6.24,5,0.00011396408081054688,4.6207263469696045,stack ( SVM ( kernel = rbf ) )
10,2,0,50,0.0671875,0.19200957210839775,0.0,1.0,0.006993006993006978,55,61.6,1,2.12,7,7.48,7.8,5,0.00017261505126953125,8.877447366714478,stack ( SVM ( kernel = rbf ) )
10,3,0,50,0.0253125,0.02995602245375711,0.0,0.109375,0.006993006993006978,55,57.36,1,1.66,7,7.24,6.44,5,0.00018930435180664062,2.55067777633667,stack ( SVM ( kernel = rbf ) )
10,4,0,50,0.0359375,0.0582332661049507,0.0,0.375,0.006993006993006978,55,59.92,1,1.66,7,7.34,6.68,5,0.00012063980102539062,4.147302865982056,stack ( SVM ( kernel = rbf ) )
10,5,0,50,0.0409375,0.13915516575481487,0.0,1.0,0.006993006993006978,55,61.48,1,1.58,7,7.14,6.3,5,0.00012230873107910156,4.8093743324279785,stack ( SVM ( kernel = rbf ) )
10,6,0,50,0.0196875,0.02355387773276409,0.0,0.109375,0.006993006993006978,55,62.28,1,1.88,7,7.28,7.06,5,0.00018024444580078125,4.388997793197632,stack ( SVM ( kernel = rbf ) )
10,7,0,50,0.0290625,0.03409115766954827,0.0,0.109375,0.006993006993006978,55,65.88,1,2.02,7,7.42,7.4,5,0.00019049644470214844,5.8541460037231445,stack ( SVM ( kernel = rbf ) )
10,8,0,50,0.0403125,0.14090562278081736,0.0,1.0,0.006993006993006978,55,59.78,1,1.6,7,7.06,6.24,5,0.00017309188842773438,2.454057455062866,stack ( SVM ( kernel = rbf ) )
10,9,0,50,0.03875,0.14000697527266276,0.0,1.0,0.006993006993006978,55,53.74,1,2.06,7,7.42,7.52,5,0.00011301040649414062,5.503928184509277,stack ( SVM ( kernel = rbf ) )
10,10,0,50,0.025,0.03247595264191645,0.0,0.109375,0.006993006993006978,55,54.52,1,2.1,7,7.34,7.36,5,0.0006494522094726562,6.359534025192261,stack ( SVM ( kernel = rbf ) )
